id_cliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,protecao_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,metodo_pagamento,contas_diarias,cobranca_mensal,cobranca_total
9003-cpath,nao,homem,nao,nao,nao,42,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,2.63,79.9,3313.4
9013-aqorl,nao,mulher,nao,nao,sim,48,nao,sem telefone,dsl,nao,sim,sim,nao,nao,sim,mensal,nao,cartao credito automatico,1.46,45.55,2108.35
9018-pciok,nao,mulher,nao,nao,nao,55,sim,nao,dsl,nao,sim,sim,nao,nao,sim,bienal,sim,cheque correios,2.19,64.75,3617.1
9019-qvlzd,sim,mulher,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque eletronico,2.65,79.55,79.55
9025-aomki,sim,mulher,nao,nao,nao,6,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia automatica,2.98,93.55,536.4
9025-zrpvr,sim,homem,nao,nao,nao,9,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.69,18.95,185.6
9026-lhevg,nao,mulher,nao,nao,nao,9,nao,sem telefone,dsl,nao,sim,nao,nao,nao,sim,mensal,nao,cheque eletronico,1.33,40.75,359.4
9026-rnujs,sim,homem,sim,nao,nao,5,sim,nao,dsl,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,1.58,50.35,237.25
9027-tmatr,nao,mulher,nao,sim,nao,43,sim,nao,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cheque eletronico,2.68,78.8,3460.3
9027-yfhqj,nao,homem,nao,nao,nao,7,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.73,25.05,152.95
9028-lihrp,nao,homem,nao,sim,sim,71,sim,nao,fibra otica,sim,sim,sim,sim,sim,nao,bienal,nao,cartao credito automatico,3.38,100.2,7209.0
9029-fegvj,nao,mulher,sim,sim,nao,32,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque correios,2.68,79.3,2570.0
9030-qgznl,nao,mulher,nao,nao,nao,8,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.67,20.85,161.65
9031-zvqpt,nao,homem,nao,sim,nao,72,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.63,108.2,7840.6
9033-eoxwv,sim,mulher,nao,nao,nao,12,sim,sim,dsl,nao,nao,nao,sim,sim,sim,anual,nao,cheque correios,2.42,74.05,872.65
9036-cskbw,nao,mulher,nao,nao,nao,51,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,anual,nao,transferencia automatica,3.71,107.45,5680.9
9039-rbeee,sim,homem,nao,nao,nao,39,nao,sem telefone,dsl,sim,sim,nao,sim,sim,nao,mensal,sim,cartao credito automatico,1.61,48.95,1880.85
9039-zvjdc,nao,homem,nao,nao,nao,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.59,19.1,53.05
9040-kzvwo,nao,homem,nao,nao,nao,26,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,anual,nao,transferencia automatica,2.59,75.5,2018.1
9046-dqmtp,nao,homem,nao,nao,nao,35,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.7,20.75,739.9
9046-jbfwa,nao,homem,nao,nao,sim,27,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.66,19.15,537.35
9048-jvyvf,sim,homem,nao,nao,nao,3,sim,nao,dsl,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,2.13,69.35,191.35
9050-ikdza,nao,mulher,sim,nao,nao,2,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque correios,2.71,81.5,162.55
9050-qlroh,sim,homem,nao,nao,nao,18,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mensal,sim,cartao credito automatico,2.96,90.7,1597.25
9052-dhnkm,nao,homem,nao,nao,nao,26,sim,sim,dsl,sim,sim,nao,nao,nao,nao,anual,nao,cheque eletronico,2.03,61.55,1581.95
9052-vkduw,nao,mulher,sim,sim,nao,65,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mensal,sim,cartao credito automatico,3.71,109.4,7227.45
9053-ejunl,nao,homem,nao,nao,nao,41,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mensal,sim,cheque eletronico,2.96,89.2,3645.75
9053-jzfkv,sim,homem,nao,nao,nao,67,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.86,116.2,7752.3
9054-fownv,nao,homem,nao,sim,sim,22,sim,sim,fibra otica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque eletronico,2.86,88.75,1885.15
9055-mojjj,nao,mulher,nao,sim,sim,64,sim,nao,dsl,sim,nao,nao,sim,sim,nao,anual,nao,cheque correios,2.12,65.8,4068.0
9057-mswco,sim,homem,sim,sim,nao,27,nao,sem telefone,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cartao credito automatico,0.99,30.75,805.1
9057-sihch,sim,mulher,nao,nao,nao,3,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.24,96.6,291.9
9058-cbreo,sim,mulher,sim,nao,nao,1,sim,sim,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.68,50.55,50.55
9058-hrzsv,nao,mulher,sim,sim,nao,65,sim,nao,fibra otica,sim,sim,sim,nao,nao,sim,mensal,nao,cheque eletronico,3.14,94.4,6126.15
9058-mjlzc,nao,mulher,nao,nao,nao,24,sim,nao,fibra otica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.17,94.6,2283.15
9060-hjjrw,nao,mulher,nao,nao,nao,51,nao,sem telefone,dsl,nao,sim,sim,nao,sim,sim,anual,sim,cartao credito automatico,1.91,56.4,2928.5
9061-tihda,sim,homem,sim,sim,nao,13,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.16,95.25,1233.65
9063-zgtuy,sim,mulher,nao,sim,sim,61,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.65,19.4,1182.55
9065-zcpqx,nao,homem,nao,sim,nao,72,sim,sim,dsl,sim,sim,sim,sim,nao,sim,bienal,nao,transferencia automatica,2.67,78.85,5763.15
9066-qrsdu,nao,mulher,nao,sim,nao,69,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,sim,cheque eletronico,0.85,26.3,1763.55
9067-sqtns,nao,homem,nao,sim,sim,44,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,transferencia automatica,0.7,20.6,926.0
9067-ygsca,nao,mulher,nao,nao,nao,70,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cartao credito automatico,0.88,26.05,1856.4
9068-fhqhd,nao,mulher,nao,sim,sim,40,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.65,20.15,777.35
9068-vpwqq,nao,homem,nao,sim,nao,61,sim,sim,dsl,sim,nao,sim,sim,nao,sim,bienal,nao,cartao credito automatico,2.58,75.35,4729.3
9069-lgeul,nao,homem,nao,sim,nao,23,sim,nao,dsl,sim,nao,nao,nao,nao,sim,mensal,sim,transferencia automatica,2.04,59.95,1406.0
9070-bckqp,nao,mulher,nao,sim,nao,72,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.65,110.15,7881.2
9073-zziay,nao,homem,nao,sim,sim,62,sim,nao,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,cheque eletronico,2.8,86.1,5215.25
9074-kgvox,nao,homem,nao,sim,sim,50,nao,sem telefone,dsl,sim,nao,nao,nao,sim,nao,mensal,sim,cartao credito automatico,1.35,39.45,2021.35
9076-axyik,nao,homem,sim,sim,nao,64,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,bienal,nao,cheque eletronico,3.41,102.1,6538.45
9079-lwtfd,nao,homem,nao,nao,nao,47,sim,sim,fibra otica,sim,sim,nao,sim,sim,nao,mensal,nao,cheque correios,3.31,100.75,4669.2
9079-yexqj,sim,mulher,nao,nao,nao,54,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mensal,nao,cheque eletronico,3.71,111.1,6014.85
9081-wwxkp,nao,mulher,nao,sim,sim,47,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.62,20.25,873.4
9084-oaykl,nao,homem,nao,nao,nao,58,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.7,20.8,1212.25
9086-yjyxs,nao,homem,nao,sim,sim,34,sim,sim,dsl,nao,nao,sim,nao,sim,sim,anual,nao,transferencia automatica,2.7,77.2,2753.8
9087-eycpr,nao,mulher,nao,nao,nao,60,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.84,25.0,1505.05
9089-uowjg,nao,mulher,nao,sim,sim,12,sim,nao,dsl,nao,nao,sim,nao,sim,nao,mensal,sim,cartao credito automatico,2.06,58.35,740.55
9090-sgqxl,sim,homem,sim,sim,nao,68,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.58,105.3,7299.65
9091-wtuuy,nao,homem,nao,sim,sim,64,sim,nao,dsl,sim,nao,sim,sim,sim,nao,bienal,nao,cheque correios,2.32,69.25,4447.75
9092-gdzko,nao,homem,nao,nao,nao,22,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cartao credito automatico,0.75,24.85,493.4
9093-fpdlg,nao,mulher,nao,nao,nao,11,sim,nao,fibra otica,nao,sim,sim,sim,nao,sim,mensal,sim,cheque eletronico,3.03,94.2,999.9
9094-azphk,nao,mulher,nao,nao,nao,15,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.14,100.15,1415.0
9095-hfafx,sim,mulher,nao,nao,nao,5,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,cartao credito automatico,2.6,81.0,389.6
9097-zubyc,nao,homem,nao,sim,nao,14,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,nao,transferencia automatica,1.58,48.8,664.4
9099-ftuhs,nao,mulher,nao,nao,nao,23,sim,sim,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.81,54.4,1249.25
9101-bwfss,sim,mulher,nao,sim,nao,50,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,anual,nao,cheque eletronico,3.74,108.55,5610.7
9101-ntixf,nao,homem,nao,nao,nao,2,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.84,19.4,50.6
9102-iayht,sim,mulher,nao,sim,sim,17,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.85,85.45,1451.6
9102-oxkfy,nao,homem,nao,nao,nao,59,sim,sim,dsl,nao,nao,sim,nao,nao,nao,bienal,nao,cartao credito automatico,1.76,54.15,3116.15
9103-cxvok,nao,homem,nao,sim,sim,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque eletronico,0.66,19.75,19.75
9103-tcihj,sim,mulher,nao,nao,nao,15,sim,sim,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque correios,2.0,55.7,899.8
9107-ukcky,nao,homem,nao,sim,nao,61,sim,sim,dsl,nao,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,2.69,79.8,4914.8
9108-ejfjp,nao,mulher,nao,sim,nao,1,sim,nao,dsl,sim,sim,nao,nao,nao,nao,mensal,sim,cheque correios,1.78,53.55,53.55
9108-eqpnq,nao,mulher,nao,sim,sim,10,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.75,26.1,225.55
9110-hsgtv,nao,mulher,nao,nao,nao,69,sim,nao,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cartao credito automatico,2.68,82.45,5555.3
9112-wsnpu,nao,mulher,sim,nao,nao,35,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.3,70.55,2419.0
9114-aafqh,nao,mulher,nao,sim,nao,48,sim,nao,dsl,nao,sim,sim,nao,nao,sim,anual,sim,cheque eletronico,2.15,65.65,3094.65
9114-dpsia,nao,homem,nao,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,nao,sim,bienal,nao,cartao credito automatico,2.66,81.0,5750.0
9114-vepuf,nao,homem,nao,sim,nao,62,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,anual,nao,cheque eletronico,3.23,96.1,6001.45
9115-yqhga,nao,homem,nao,nao,nao,40,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,1.74,51.1,2092.9
9117-shlzx,sim,homem,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.52,45.7,45.7
9121-phqsr,nao,homem,sim,sim,nao,16,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,cartao credito automatico,2.9,85.05,1391.15
9122-umrob,nao,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.68,20.3,20.3
9124-lhcjq,sim,mulher,nao,nao,nao,1,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque correios,2.85,85.45,85.45
9127-fhjbz,nao,homem,nao,sim,sim,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.75,114.0,8093.15
9127-qrzmh,nao,homem,nao,sim,nao,44,sim,nao,dsl,sim,sim,nao,sim,nao,nao,anual,sim,transferencia automatica,1.97,59.85,2603.95
9128-cpxki,nao,mulher,nao,nao,nao,59,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,bienal,nao,cheque eletronico,3.2,95.8,5655.45
9129-uxerg,nao,mulher,sim,nao,nao,18,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,mensal,sim,cartao credito automatico,3.35,103.6,1806.35
9133-ayjzg,nao,mulher,nao,nao,nao,23,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cartao credito automatico,3.26,98.7,2249.1
9134-ceqmf,sim,homem,sim,sim,nao,7,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.22,89.5,676.7
9134-wyrvp,nao,homem,nao,nao,nao,51,sim,nao,fibra otica,sim,nao,nao,nao,sim,nao,anual,nao,cheque correios,2.79,86.35,4267.15
9135-hswoc,nao,homem,nao,sim,sim,64,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.66,19.7,1274.05
9135-mgvpy,nao,homem,nao,sim,nao,69,sim,nao,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cheque correios,2.84,84.7,5878.9
9136-alybr,sim,homem,nao,nao,nao,1,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,0.82,24.45,24.45
9137-noqka,nao,homem,sim,nao,nao,2,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque eletronico,0.62,19.2,37.2
9137-uiypg,nao,mulher,nao,sim,sim,35,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,3.58,106.9,3756.45
9138-efsmo,nao,homem,nao,sim,sim,26,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,anual,nao,transferencia automatica,2.61,78.95,2034.25
9139-twbas,nao,mulher,nao,sim,nao,26,nao,sem telefone,dsl,sim,sim,sim,nao,sim,nao,anual,nao,transferencia automatica,1.53,47.85,1190.5
9139-wqqdy,sim,mulher,nao,sim,sim,49,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,anual,nao,cheque correios,3.36,100.45,4941.8
9140-czqzz,nao,mulher,nao,sim,nao,68,sim,nao,dsl,sim,sim,nao,sim,sim,sim,bienal,sim,transferencia automatica,2.7,79.6,5515.8
9142-kzxop,nao,homem,nao,nao,nao,44,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cartao credito automatico,2.24,68.85,2958.95
9142-xmyjh,nao,mulher,nao,nao,nao,29,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.69,19.35,601.6
9143-canjf,nao,mulher,nao,sim,sim,24,sim,nao,dsl,sim,nao,nao,sim,nao,nao,mensal,nao,cheque eletronico,1.83,55.15,1319.85
9146-jriox,nao,mulher,nao,sim,sim,14,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.89,25.55,372.45
9150-hepmb,nao,homem,nao,nao,nao,56,sim,nao,dsl,sim,nao,sim,nao,nao,nao,anual,nao,cheque correios,1.8,52.7,3019.7
9150-kpbjq,nao,mulher,nao,nao,nao,6,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.65,19.65,116.85
9152-amkak,nao,homem,nao,nao,nao,6,sim,nao,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cheque correios,2.74,80.25,493.4
9153-btbvv,nao,mulher,nao,sim,nao,71,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.82,25.0,1753.0
9154-qdgth,nao,homem,nao,sim,sim,43,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,anual,sim,cartao credito automatico,3.45,104.3,4451.85
9158-vctqb,sim,mulher,nao,sim,nao,41,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,mensal,sim,transferencia automatica,3.74,113.6,4594.95
9163-ghaye,nao,mulher,nao,nao,nao,15,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.64,48.85,736.8
9167-apmxz,nao,mulher,nao,nao,nao,22,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,transferencia automatica,2.76,84.15,1821.95
9168-inpsz,nao,mulher,sim,sim,nao,44,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mensal,nao,cheque eletronico,3.41,104.15,4495.65
9169-bsvin,nao,homem,nao,nao,nao,12,sim,sim,dsl,nao,nao,sim,nao,sim,sim,mensal,nao,transferencia automatica,2.3,74.75,827.05
9170-arbtb,nao,mulher,nao,sim,sim,52,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cartao credito automatico,0.65,19.6,1012.4
9170-cckou,sim,homem,nao,sim,nao,17,sim,sim,fibra otica,sim,sim,sim,nao,nao,nao,mensal,nao,cartao credito automatico,2.85,90.2,1454.15
9170-gyzjc,sim,mulher,nao,sim,sim,41,sim,sim,dsl,sim,sim,sim,sim,nao,sim,mensal,nao,cartao credito automatico,2.7,79.9,3326.2
9172-ancrx,sim,mulher,nao,nao,nao,10,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.24,98.7,973.25
9172-jitsm,sim,mulher,nao,sim,sim,26,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.03,90.8,2361.8
9173-ivzvp,nao,mulher,nao,sim,sim,53,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.72,20.9,1146.05
9174-fkwze,sim,mulher,sim,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque eletronico,0.65,19.45,19.45
9174-ihetn,nao,mulher,nao,nao,sim,50,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,bienal,nao,cartao credito automatico,2.36,70.35,3533.6
9178-jhuvj,nao,homem,nao,sim,sim,24,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.82,24.1,587.4
9184-galil,nao,mulher,nao,sim,sim,38,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.69,20.45,781.25
9185-tqcvp,sim,homem,nao,sim,nao,14,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.71,85.15,1139.2
9189-jwshv,sim,mulher,sim,sim,nao,24,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.14,93.55,2264.05
9190-mfjln,sim,homem,sim,nao,nao,19,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao credito automatico,3.12,95.9,1777.9
9191-myqkx,sim,mulher,nao,sim,nao,7,sim,nao,fibra otica,nao,nao,sim,nao,nao,nao,mensal,sim,transferencia automatica,2.37,75.15,496.9
9194-gfvoi,nao,mulher,nao,sim,nao,42,sim,sim,dsl,sim,nao,sim,sim,sim,sim,bienal,nao,cartao credito automatico,2.83,84.35,3571.6
9199-pwqvc,nao,mulher,nao,sim,nao,63,sim,sim,dsl,sim,sim,nao,nao,sim,sim,anual,sim,cartao credito automatico,2.53,79.7,4786.15
9200-nlnpd,nao,homem,nao,sim,nao,56,nao,sem telefone,dsl,nao,nao,sim,sim,sim,sim,anual,sim,transferencia automatica,1.76,54.05,2959.8
9206-gvpeq,sim,homem,nao,sim,nao,13,nao,sem telefone,dsl,sim,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,1.81,54.45,706.85
9207-zpanb,nao,homem,nao,nao,nao,37,sim,sim,dsl,sim,sim,sim,sim,nao,nao,anual,nao,cheque eletronico,2.2,67.45,2443.3
9208-olgaq,nao,mulher,sim,nao,nao,18,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,2.67,84.95,1443.65
9209-nwpgu,nao,homem,nao,nao,nao,44,sim,nao,dsl,sim,nao,nao,sim,sim,nao,anual,nao,cheque eletronico,2.1,65.4,2774.55
9210-iahgh,sim,mulher,nao,nao,nao,7,sim,nao,dsl,nao,nao,nao,sim,sim,sim,mensal,sim,cartao credito automatico,2.15,70.75,450.8
9214-ekvxr,nao,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.47,44.0,44.0
9220-cxrsc,nao,mulher,nao,sim,sim,69,sim,sim,dsl,sim,nao,nao,sim,nao,nao,bienal,nao,cartao credito automatico,1.96,61.4,4059.85
9220-znkji,nao,mulher,sim,sim,nao,55,sim,nao,fibra otica,nao,nao,sim,sim,sim,nao,bienal,nao,cartao credito automatico,2.91,88.8,4805.3
9221-otivj,sim,mulher,sim,nao,nao,14,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.65,104.85,1531.4
9223-ucpvt,sim,mulher,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mensal,nao,cheque eletronico,3.15,94.4,94.4
9224-vtyid,nao,homem,nao,sim,sim,47,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cheque correios,3.06,90.5,4318.35
9225-bzlnz,nao,homem,nao,sim,nao,72,sim,sim,dsl,sim,sim,sim,nao,sim,sim,bienal,sim,cheque eletronico,2.82,85.25,6083.1
9227-lunbg,sim,mulher,nao,nao,nao,1,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,0.82,24.6,24.6
9227-uaqft,nao,homem,nao,nao,nao,16,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.59,19.75,284.35
9227-ybaxe,nao,mulher,nao,sim,sim,65,sim,sim,dsl,sim,sim,nao,sim,sim,sim,bienal,sim,transferencia automatica,2.67,82.5,5215.1
9229-rqabd,nao,homem,nao,nao,nao,18,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.79,23.75,424.5
9231-zjyam,sim,mulher,sim,nao,nao,4,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,2.44,78.85,292.8
9233-psyho,nao,mulher,sim,nao,nao,45,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,transferencia automatica,3.3,100.15,4459.8
9236-nducw,nao,mulher,nao,nao,nao,21,nao,sem telefone,dsl,sim,nao,nao,sim,nao,nao,bienal,nao,cheque correios,1.22,35.1,770.4
9237-hqitu,sim,mulher,nao,nao,nao,2,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.53,70.7,151.65
9239-gzhze,nao,mulher,nao,sim,nao,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.76,113.65,8124.2
9239-zbzzv,sim,mulher,nao,nao,nao,6,nao,sem telefone,dsl,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,1.7,47.95,305.1
9242-tkfsv,nao,homem,nao,sim,sim,72,nao,sem telefone,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,2.2,65.1,4754.3
9244-zvapm,nao,homem,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.52,45.6,45.6
9248-ojykk,sim,homem,sim,nao,nao,1,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.55,76.45,76.45
9249-fxsck,sim,mulher,nao,nao,nao,52,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,anual,sim,cartao credito automatico,3.79,111.25,5916.45
9250-wypll,sim,mulher,nao,nao,nao,5,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.76,75.55,413.65
9251-awqgt,nao,mulher,nao,sim,sim,48,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.65,20.0,935.9
9251-wnsod,nao,mulher,nao,sim,nao,67,sim,sim,dsl,sim,sim,sim,nao,nao,sim,anual,nao,cheque correios,2.52,75.1,5064.45
9253-qxkbe,sim,homem,sim,sim,nao,29,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.05,94.45,2653.65
9253-vifjq,nao,homem,nao,sim,nao,65,sim,sim,dsl,sim,sim,sim,nao,nao,nao,anual,nao,cartao credito automatico,2.21,67.05,4309.55
9254-rbfon,sim,mulher,nao,sim,sim,17,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,anual,nao,transferencia automatica,3.34,98.6,1704.95
9256-jtbnz,nao,mulher,nao,nao,nao,11,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.75,20.3,246.3
9257-azmtz,nao,mulher,nao,sim,sim,52,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.69,20.1,1078.75
